var,adjusted r,adjusted r-squared,r-squared,r,dataset,language,dim,window,algo
authority,,-0.00674928862380946,-0.00712286548490593,,de-schauenburg-2015.tsv,de,500,8,cbow
community,0.252950587864395,0.0639839999009432,0.0675255497109585,0.259856786924949,de-schauenburg-2015.tsv,de,500,8,cbow
arousal,,-0.0166960075895367,-0.0176201408509502,,de-schauenburg-2015.tsv,de,500,8,cbow
valence,,-0.0337966727280252,-0.0356673372701668,,de-schauenburg-2015.tsv,de,500,8,cbow
imageability (young adults),0.762723475763447,0.581747100480673,0.592490563632969,0.769734086313559,de-grandy-2020.tsv,de,500,8,sg
imageability (older adults),0.768307832731609,0.590296925836742,0.601198283602686,0.775369772174983,de-grandy-2020.tsv,de,500,8,sg
emotionality (young adults),0.536306318915354,0.287624467708537,0.29293619658174,0.5412358049702,de-grandy-2020.tsv,de,500,8,sg
emotionality (older adults),0.559931738586739,0.313523551876768,0.319313574249345,0.565078378854956,de-grandy-2020.tsv,de,500,8,sg
valence,0.612514156161446,0.375173591498169,0.426818647893252,0.653313590776476,de-kanske-2010.tsv,de,500,8,sg
arousal,0.697043183210424,0.485869199260121,0.552752217588306,0.743473077917625,de-kanske-2010.tsv,de,500,8,sg
concreteness,0.757916019971098,0.57443669332883,0.653511596506063,0.808400641084644,de-kanske-2010.tsv,de,500,8,sg
potency,0.558576430888488,0.312007629144122,0.329277424115199,0.573826998419557,de-schauenburg-2015.tsv,de,500,8,sg
authority,0.597596008452088,0.357120989317868,0.376887833745057,0.613911910411467,de-schauenburg-2015.tsv,de,500,8,sg
community,0.588705712664638,0.34657441612398,0.3657575018873,0.604778886773753,de-schauenburg-2015.tsv,de,500,8,sg
arousal,0.638279922004198,0.407401258833685,0.429951144008981,0.655706599028088,de-schauenburg-2015.tsv,de,500,8,sg
valence,0.698451285450782,0.48783419814785,0.514836091034263,0.717520794844486,de-schauenburg-2015.tsv,de,500,8,sg
imageability (young adults),0.415888706888202,0.17296341651714,0.176157632853606,0.419711368506509,de-grandy-2020.tsv,de,500,9,cbow
imageability (older adults),0.414385900647831,0.171715674655714,0.174886848215171,0.418194749148254,de-grandy-2020.tsv,de,500,9,cbow
emotionality (young adults),,-0.00132180317326636,-0.00134621368373533,,de-grandy-2020.tsv,de,500,9,cbow
emotionality (older adults),,-0.00443800870662263,-0.00451996800297283,,de-grandy-2020.tsv,de,500,9,cbow
valence,,-0.0374958273520221,-0.0426573690011628,,de-kanske-2010.tsv,de,500,9,cbow
arousal,,-0.00585500926039358,-0.00666098891967415,,de-kanske-2010.tsv,de,500,9,cbow
concreteness,0.265233835207596,0.0703489873389299,0.0800329776324573,0.282901003236923,de-kanske-2010.tsv,de,500,9,cbow
potency,0.260140434573704,0.0676730457001957,0.0714187862371069,0.267242934868458,de-schauenburg-2015.tsv,de,500,9,cbow
authority,0.195816717122976,0.0383441867048196,0.0404665586626509,0.201163015146052,de-schauenburg-2015.tsv,de,500,9,cbow
community,0.211848348679995,0.0448797228384408,0.0473638403387235,0.217632351314605,de-schauenburg-2015.tsv,de,500,9,cbow
arousal,0.2194812345439,0.0481720123169142,0.0508383598621309,0.225473634516612,de-schauenburg-2015.tsv,de,500,9,cbow
valence,0.141299437809636,0.0199655311253191,0.0210706343241375,0.145157274444437,de-schauenburg-2015.tsv,de,500,9,cbow
imageability (young adults),0.75326464043496,0.567407618529609,0.577886266101669,0.760188309632336,de-grandy-2020.tsv,de,500,9,sg
imageability (older adults),0.760143234226782,0.577817736540752,0.588488633836396,0.767130128359196,de-grandy-2020.tsv,de,500,9,sg
emotionality (young adults),0.538019162125728,0.28946461881447,0.294810330831869,0.542964391863655,de-grandy-2020.tsv,de,500,9,sg
emotionality (older adults),0.55140795033702,0.304050727694873,0.309665809895918,0.556476243783971,de-grandy-2020.tsv,de,500,9,sg
valence,0.604004632084503,0.364821595579535,0.415041633196286,0.644237249153048,de-kanske-2010.tsv,de,500,9,sg
arousal,0.678380003456541,0.460199429089697,0.523548838554831,0.723566747822778,de-kanske-2010.tsv,de,500,9,sg
concreteness,0.742070102953712,0.550668037697733,0.626471032648161,0.791499230983935,de-kanske-2010.tsv,de,500,9,sg
potency,0.53832363734174,0.289792338520841,0.305832504859633,0.553021251725133,de-schauenburg-2015.tsv,de,500,9,sg
authority,0.546839504996615,0.299033444224943,0.31558511087946,0.561769624383039,de-schauenburg-2015.tsv,de,500,9,sg
community,0.564194150922622,0.318315039935298,0.335933953584854,0.579598096602166,de-schauenburg-2015.tsv,de,500,9,sg
arousal,0.636405488244074,0.405011945467179,0.427429580825141,0.653780988424366,de-schauenburg-2015.tsv,de,500,9,sg
valence,0.689617606720937,0.475572443499512,0.50189564147919,0.708445934055091,de-schauenburg-2015.tsv,de,500,9,sg
mean r,0,-0.253564405610964,-0.256440372404283,0,en-binder-2016.tsv,en,100,1,cbow
vision,0,-0.241342791765151,-0.244080139119765,0,en-binder-2016.tsv,en,100,1,cbow
bright,0,-0.384835173367943,-0.389200033557372,0,en-binder-2016.tsv,en,100,1,cbow
dark,0,-0.525700694449107,-0.531663273214125,0,en-binder-2016.tsv,en,100,1,cbow
color,0,-0.266223074045193,-0.269242617418106,0,en-binder-2016.tsv,en,100,1,cbow
pattern,0,-0.180156384306435,-0.182199745943181,0,en-binder-2016.tsv,en,100,1,cbow
large,0,-0.240956131794821,-0.243689093592115,0,en-binder-2016.tsv,en,100,1,cbow
small,0,-0.287672801520286,-0.290935631027133,0,en-binder-2016.tsv,en,100,1,cbow
motion,0,-0.362714606279629,-0.366828571568244,0,en-binder-2016.tsv,en,100,1,cbow
biomotion,0,-0.239420354287679,-0.242135897058428,0,en-binder-2016.tsv,en,100,1,cbow
fast,0,-0.346330080549921,-0.350258210007954,0,en-binder-2016.tsv,en,100,1,cbow
slow,0,-0.345898586320144,-0.349821821703738,0,en-binder-2016.tsv,en,100,1,cbow
shape,0,-0.15394259392033,-0.155688634683132,0,en-binder-2016.tsv,en,100,1,cbow
complexity,0,-0.587173742928825,-0.593833558538604,0,en-binder-2016.tsv,en,100,1,cbow
face,0,-0.191483453282973,-0.193655288291854,0,en-binder-2016.tsv,en,100,1,cbow
body,0,-0.148558169481718,-0.1502431392679,0,en-binder-2016.tsv,en,100,1,cbow
touch,0,-0.298666934786418,-0.302054461456963,0,en-binder-2016.tsv,en,100,1,cbow
temperature,0,-0.43172073827439,-0.436617381808693,0,en-binder-2016.tsv,en,100,1,cbow
texture,0,-0.196698543555257,-0.198929528926394,0,en-binder-2016.tsv,en,100,1,cbow
weight,0,-0.19064406032255,-0.192806374806359,0,en-binder-2016.tsv,en,100,1,cbow
pain,0,-0.344831856082788,-0.348742992446676,0,en-binder-2016.tsv,en,100,1,cbow
audition,0,-0.279818496898671,-0.282992241665008,0,en-binder-2016.tsv,en,100,1,cbow
loud,0,-0.250091510914234,-0.252928087597571,0,en-binder-2016.tsv,en,100,1,cbow
low,0,-0.368403601022648,-0.372582091771487,0,en-binder-2016.tsv,en,100,1,cbow
high,0,-0.187191331258175,-0.189314484353731,0,en-binder-2016.tsv,en,100,1,cbow
sound,0,-0.248384868321229,-0.251202087999731,0,en-binder-2016.tsv,en,100,1,cbow
music,0,-0.351647666357724,-0.355636108698265,0,en-binder-2016.tsv,en,100,1,cbow
speech,0,-0.172241460021489,-0.174195049360107,0,en-binder-2016.tsv,en,100,1,cbow
taste,0,-0.339676747074813,-0.343529413393242,0,en-binder-2016.tsv,en,100,1,cbow
smell,0,-0.402546518048216,-0.407112263054434,0,en-binder-2016.tsv,en,100,1,cbow
head,0,-0.355461778373089,-0.359493480963332,0,en-binder-2016.tsv,en,100,1,cbow
upperlimb,0,-0.245447331147662,-0.248231232824195,0,en-binder-2016.tsv,en,100,1,cbow
lowerlimb,0,-0.266289360411858,-0.269309655615017,0,en-binder-2016.tsv,en,100,1,cbow
practice,0,-0.138754537294393,-0.140328312764651,0,en-binder-2016.tsv,en,100,1,cbow
landmark,0,-0.347163301784243,-0.351100881766673,0,en-binder-2016.tsv,en,100,1,cbow
path,0,-0.27009925691568,-0.273162764555555,0,en-binder-2016.tsv,en,100,1,cbow
scene,0,-0.31908657906596,-0.322705708507161,0,en-binder-2016.tsv,en,100,1,cbow
near,0,-0.175938387862659,-0.17793390832991,0,en-binder-2016.tsv,en,100,1,cbow
toward,0,-0.251522198372015,-0.254375002134269,0,en-binder-2016.tsv,en,100,1,cbow
away,0,-0.338301989477413,-0.342139063082072,0,en-binder-2016.tsv,en,100,1,cbow
number,0,-0.538140753986595,-0.544244429835214,0,en-binder-2016.tsv,en,100,1,cbow
time,0,-0.198195151452934,-0.200443111582835,0,en-binder-2016.tsv,en,100,1,cbow
duration,0,-0.0485624189434994,-0.0491132214267905,0,en-binder-2016.tsv,en,100,1,cbow
long,0,-0.38678407228094,-0.391171037183937,0,en-binder-2016.tsv,en,100,1,cbow
short,0,-0.135257537134458,-0.136791649086834,0,en-binder-2016.tsv,en,100,1,cbow
caused,0,-0.342012029593597,-0.345891183048344,0,en-binder-2016.tsv,en,100,1,cbow
consequential,0,-0.357168653580021,-0.361219715813443,0,en-binder-2016.tsv,en,100,1,cbow
social,0,-0.284044391739448,-0.287266067260122,0,en-binder-2016.tsv,en,100,1,cbow
human,0,-0.100260153090743,-0.10139731928837,0,en-binder-2016.tsv,en,100,1,cbow
communication,0,-0.37771748735482,-0.382001617646179,0,en-binder-2016.tsv,en,100,1,cbow
self,0,-0.038136448597261,-0.0385689981087611,0,en-binder-2016.tsv,en,100,1,cbow
cognition,0,-0.291522358653244,-0.29482885043381,0,en-binder-2016.tsv,en,100,1,cbow
benefit,0,-0.24718281737333,-0.249986403203651,0,en-binder-2016.tsv,en,100,1,cbow
harm,0,-0.317394376950799,-0.320994313173303,0,en-binder-2016.tsv,en,100,1,cbow
pleasant,0,-0.376741491566022,-0.381014551961856,0,en-binder-2016.tsv,en,100,1,cbow
unpleasant,0,-0.360458829396385,-0.364547209313924,0,en-binder-2016.tsv,en,100,1,cbow
happy,0,-0.449887799354843,-0.454990496511987,0,en-binder-2016.tsv,en,100,1,cbow
sad,0,-0.444068010769171,-0.449104698982054,0,en-binder-2016.tsv,en,100,1,cbow
angry,0,-0.350765064967822,-0.354743496706588,0,en-binder-2016.tsv,en,100,1,cbow
disgusted,0,-0.331798218655804,-0.335561525483658,0,en-binder-2016.tsv,en,100,1,cbow
fearful,0,-0.481383105385671,-0.486843027185887,0,en-binder-2016.tsv,en,100,1,cbow
surprised,0,-0.31086052201899,-0.314386350246048,0,en-binder-2016.tsv,en,100,1,cbow
drive,0,-0.229338957016863,-0.231940155017054,0,en-binder-2016.tsv,en,100,1,cbow
needs,0,-0.14637167631277,-0.148031846554502,0,en-binder-2016.tsv,en,100,1,cbow
attention,0,-0.364788415408716,-0.368925902161934,0,en-binder-2016.tsv,en,100,1,cbow
arousal,0,-0.380116242969392,-0.384427580318761,0,en-binder-2016.tsv,en,100,1,cbow
word length,0.376244646872844,0.141560034300471,0.14316563015265,0.378372343271347,en-binder-2016.tsv,en,100,1,cbow
word frequency,0,-0.0964429710826404,-0.0975368422102319,0,en-binder-2016.tsv,en,100,1,cbow
word log10 frequency,0.292601318641061,0.0856155316704879,0.0865865963019112,0.294256004699838,en-binder-2016.tsv,en,100,1,cbow
concreteness,0.539887442147767,0.291478450188859,0.302033062301785,0.549575347247113,en-brysbaert-2014.tsv,en,100,1,cbow
prevalence,0.260910090521909,0.0680740753361505,0.0740698341176047,0.272157737567031,en-brysbaert-2019.tsv,en,100,1,cbow
humorousness,0.278691197505669,0.0776687835671438,0.0776687835671438,0.278691197505669,en-engelthaler-2018.tsv,en,100,1,cbow
familiarity,0,-0.332162910089033,-0.332886576559815,0,en-janschewitz-2008.tsv,en,100,1,cbow
tabooness,0,-0.308209517608319,-0.308880998038839,0,en-janschewitz-2008.tsv,en,100,1,cbow
personal use,0,-0.380029400247976,-0.380857351011043,0,en-janschewitz-2008.tsv,en,100,1,cbow
offensiveness,0,-0.2616710424941,-0.262241131911298,0,en-janschewitz-2008.tsv,en,100,1,cbow
lexical decision time,0.260089496790896,0.0676465463409416,0.0679109022993927,0.260597203168784,en-keuleers-2012.tsv,en,100,1,cbow
age of acquisition,0.380892995425183,0.145079473963968,0.145340979388907,0.381236120257389,en-kuperman-2012.tsv,en,100,1,cbow
auditory,0.17917873825982,0.0321050202443812,0.0358702844436716,0.189394520627371,en-lynott-2019.tsv,en,100,1,cbow
gustatory,0.104032206928723,0.0108227000784607,0.0120919821046017,0.109963548981477,en-lynott-2019.tsv,en,100,1,cbow
haptic,0.273571085852271,0.0748411390143908,0.0836184784840434,0.289168598717156,en-lynott-2019.tsv,en,100,1,cbow
interoceptive,0.271866643103945,0.0739114716326077,0.082579780075859,0.287366978053949,en-lynott-2019.tsv,en,100,1,cbow
olfactory,0.135058733705804,0.0182408615502154,0.0203801426482007,0.142759037010624,en-lynott-2019.tsv,en,100,1,cbow
visual,0.292325464055649,0.0854541769353507,0.0954762093354334,0.30899224801835,en-lynott-2019.tsv,en,100,1,cbow
foot and leg,0.197887097985609,0.039159303549166,0.0437518913314031,0.209169527731463,en-lynott-2019.tsv,en,100,1,cbow
hand and arm,0.280754352908103,0.0788230066768476,0.0880673380263256,0.296761416000001,en-lynott-2019.tsv,en,100,1,cbow
head,0.182320452683497,0.0332407474667153,0.0371392093097966,0.19271535826134,en-lynott-2019.tsv,en,100,1,cbow
mouth,0.172802710117822,0.029860776624064,0.0333628368105943,0.182654966564269,en-lynott-2019.tsv,en,100,1,cbow
torso,0.152004730157347,0.0231054379902077,0.0258152347077064,0.160671200616994,en-lynott-2019.tsv,en,100,1,cbow
perceptual exclusivity,0.172987460726656,0.0299246615686563,0.0334342141564657,0.182850250632767,en-lynott-2019.tsv,en,100,1,cbow
action exclusivity,0.148515047155726,0.0220567192316674,0.0246435226239292,0.156982555157983,en-lynott-2019.tsv,en,100,1,cbow
sensorimotor exclusivity,0.178421849976215,0.031834356548935,0.0355678774160376,0.188594478752793,en-lynott-2019.tsv,en,100,1,cbow
body object interaction,0.312519504045953,0.0976684404091281,0.0976684404091281,0.312519504045953,en-pexman-2019.tsv,en,100,1,cbow
arousal,0.155431192213117,0.0241588555127909,0.0286592874733022,0.169290541594332,en-scott-2019.tsv,en,100,1,cbow
valence,0.109955563720471,0.0120902259930865,0.0143424535226681,0.11975998297707,en-scott-2019.tsv,en,100,1,cbow
dominance,0.0718105431372511,0.005156754105667,0.00611737995060219,0.0782136813518082,en-scott-2019.tsv,en,100,1,cbow
concreteness,0.398989248516245,0.159192420431558,0.188847577580953,0.434565964591054,en-scott-2019.tsv,en,100,1,cbow
imageability,0.389640758227891,0.151819920472406,0.180101691600784,0.424383896490882,en-scott-2019.tsv,en,100,1,cbow
familiarity,0.258063302757729,0.0665966682302271,0.0790026273621984,0.281074060279846,en-scott-2019.tsv,en,100,1,cbow
age of acquisition,0.383331065197455,0.146942705545416,0.174315924779682,0.417511586401722,en-scott-2019.tsv,en,100,1,cbow
semantic size,0.268611665277941,0.0721522267233888,0.0855931029683781,0.292562989744735,en-scott-2019.tsv,en,100,1,cbow
gender association,0.127798461896776,0.0163324468631817,0.0193749364305166,0.139193880722238,en-scott-2019.tsv,en,100,1,cbow
valence,0.148948056654716,0.0221855235812164,0.0223525856659638,0.149507811387779,en-warriner-2013.tsv,en,100,1,cbow
arousal,0.16781407144282,0.028161562574216,0.0283736256042442,0.168444725664665,en-warriner-2013.tsv,en,100,1,cbow
dominance,0.170210756773648,0.0289717017214578,0.0291898652852136,0.170850417866664,en-warriner-2013.tsv,en,100,1,cbow
mean r,0.326600345974118,0.106667785990413,0.107877628553632,0.32844729950729,en-binder-2016.tsv,en,100,1,sg
vision,0.667811110230586,0.445971678947407,0.451029958859854,0.671587640490691,en-binder-2016.tsv,en,100,1,sg
bright,0.442134965753742,0.195483327942062,0.197700530149345,0.44463527767075,en-binder-2016.tsv,en,100,1,sg
dark,0,-0.108002425350502,-0.109227405600224,0,en-binder-2016.tsv,en,100,1,sg
color,0.695973518419152,0.484379138340734,0.48987304161114,0.699909309561703,en-binder-2016.tsv,en,100,1,sg
pattern,0.678974282566497,0.461006076386689,0.466234878765367,0.682813941542911,en-binder-2016.tsv,en,100,1,sg
large,0.533651226855725,0.28478363192462,0.288013692022064,0.536669071236701,en-binder-2016.tsv,en,100,1,sg
small,0.592372181032402,0.350904800861084,0.354884817506011,0.59572209754718,en-binder-2016.tsv,en,100,1,sg
motion,0.538990800347787,0.290511082859549,0.293806104593305,0.542038840484061,en-binder-2016.tsv,en,100,1,sg
biomotion,0.618241546184392,0.382222609428468,0.386557837512723,0.621737756222608,en-binder-2016.tsv,en,100,1,sg
fast,0.58719490324187,0.344797854393229,0.348708605104683,0.590515541797744,en-binder-2016.tsv,en,100,1,sg
slow,0.1098594123069,0.0120690904724174,0.0122059799673787,0.110480676895911,en-binder-2016.tsv,en,100,1,sg
shape,0.717212804334975,0.514394206702039,0.520228545530417,0.721268705497762,en-binder-2016.tsv,en,100,1,sg
complexity,0.560205373163262,0.313830060120989,0.317389569309507,0.563373383565027,en-binder-2016.tsv,en,100,1,sg
face,0.689191086669128,0.474984353944174,0.480371700113673,0.693088522566687,en-binder-2016.tsv,en,100,1,sg
body,0.59040986474562,0.348583808388941,0.352537499977474,0.593748684190099,en-binder-2016.tsv,en,100,1,sg
touch,0.614778807718414,0.377952982419675,0.382239783732563,0.618255435667624,en-binder-2016.tsv,en,100,1,sg
temperature,0.459912453952927,0.211519465301003,0.213918551863963,0.462513299121185,en-binder-2016.tsv,en,100,1,sg
texture,0.681707993406815,0.464725788274746,0.469996780202248,0.685563111757224,en-binder-2016.tsv,en,100,1,sg
weight,0.646693103019702,0.418211969493251,0.422955394478052,0.65035020910126,en-binder-2016.tsv,en,100,1,sg
pain,0.50911035021948,0.259193348700602,0.262133159838983,0.511989413795815,en-binder-2016.tsv,en,100,1,sg
audition,0.535195799793083,0.286434544116158,0.289683329115585,0.538222378869167,en-binder-2016.tsv,en,100,1,sg
loud,0.559341007979325,0.312862363207328,0.316410896627449,0.562504130320346,en-binder-2016.tsv,en,100,1,sg
low,0.450979700217602,0.203382690008358,0.205689488004672,0.453530029881895,en-binder-2016.tsv,en,100,1,sg
high,0.553443372455573,0.306299566514999,0.309773663677739,0.556573143151679,en-binder-2016.tsv,en,100,1,sg
sound,0.536646620211303,0.287989594984214,0.291256017611635,0.539681403803795,en-binder-2016.tsv,en,100,1,sg
music,0.675422264837261,0.456195235837895,0.461369472917342,0.679241836842624,en-binder-2016.tsv,en,100,1,sg
speech,0.637718579797375,0.406684987018781,0.411297671181565,0.641324934164862,en-binder-2016.tsv,en,100,1,sg
taste,0.73105548288015,0.534442119049129,0.540503844406964,0.735189665601309,en-binder-2016.tsv,en,100,1,sg
smell,0.646586267342905,0.41807380111643,0.422815658974083,0.650242769259362,en-binder-2016.tsv,en,100,1,sg
head,0.3892183387385,0.151490915210358,0.153209148653197,0.391419402499668,en-binder-2016.tsv,en,100,1,sg
upperlimb,0.501283876942624,0.251285525282627,0.254135644662015,0.504118681127782,en-binder-2016.tsv,en,100,1,sg
lowerlimb,0.331718768935988,0.110037341664407,0.111285402250393,0.333594667598858,en-binder-2016.tsv,en,100,1,sg
practice,0.590383624330409,0.348552823877509,0.35250616403491,0.593722295383043,en-binder-2016.tsv,en,100,1,sg
landmark,0.628595376187824,0.395132146964712,0.399613797024804,0.632150138040643,en-binder-2016.tsv,en,100,1,sg
path,0.604084796424721,0.364918441271497,0.369057402798206,0.607500948804367,en-binder-2016.tsv,en,100,1,sg
scene,0.582389163165135,0.339177137372186,0.343024137039924,0.585682624840386,en-binder-2016.tsv,en,100,1,sg
near,0.453789821225064,0.205925201847475,0.208260837407182,0.456356042369532,en-binder-2016.tsv,en,100,1,sg
toward,0.185586796986359,0.0344424592156561,0.0348331109269868,0.186636306561684,en-binder-2016.tsv,en,100,1,sg
away,0.48251634293219,0.232822021196655,0.235462724650681,0.485245015070409,en-binder-2016.tsv,en,100,1,sg
number,0.240517166052159,0.0578485071657619,0.0585046339011014,0.241877311670817,en-binder-2016.tsv,en,100,1,sg
time,0.50989546395358,0.259993384160437,0.262942269425016,0.512778967416777,en-binder-2016.tsv,en,100,1,sg
duration,0.536393538876141,0.28771802854807,0.290981371026876,0.539426891271538,en-binder-2016.tsv,en,100,1,sg
long,0.41203919022097,0.169776294277953,0.171701923324584,0.414369307894038,en-binder-2016.tsv,en,100,1,sg
short,0.603044514208721,0.363662686117233,0.367787404674328,0.606454783701413,en-binder-2016.tsv,en,100,1,sg
caused,0.691399087715007,0.478032698493144,0.48345461945904,0.695309010051675,en-binder-2016.tsv,en,100,1,sg
consequential,0.699485011837612,0.489279281785464,0.494828763242388,0.703440660782691,en-binder-2016.tsv,en,100,1,sg
social,0.694011963835201,0.481652605946392,0.487115584463742,0.697936662214948,en-binder-2016.tsv,en,100,1,sg
human,0.707635501839472,0.500748003463602,0.50642756493956,0.711637242518658,en-binder-2016.tsv,en,100,1,sg
communication,0.561831774290474,0.315654942602382,0.319235149890878,0.56500898213292,en-binder-2016.tsv,en,100,1,sg
self,0.560487315642295,0.314146030995906,0.317709123975066,0.563656920453449,en-binder-2016.tsv,en,100,1,sg
cognition,0.724716599607041,0.525214149745992,0.531171210045568,0.728814935388654,en-binder-2016.tsv,en,100,1,sg
benefit,0.472580532477409,0.223332359676631,0.22586542991871,0.475253016738148,en-binder-2016.tsv,en,100,1,sg
harm,0.525088173821693,0.2757175902874,0.278844821935273,0.528057593388517,en-binder-2016.tsv,en,100,1,sg
pleasant,0.530868632023617,0.281821504466626,0.285017967655284,0.533870740587348,en-binder-2016.tsv,en,100,1,sg
unpleasant,0.564134228358981,0.318247427606183,0.321857039261451,0.567324456780643,en-binder-2016.tsv,en,100,1,sg
happy,0.46930598017187,0.220248103025079,0.222746191150127,0.471959946552806,en-binder-2016.tsv,en,100,1,sg
sad,0.474720879562805,0.225359913492883,0.227915980564636,0.477405467673586,en-binder-2016.tsv,en,100,1,sg
angry,0.522661477595272,0.273175020162073,0.276273413585461,0.525617173982606,en-binder-2016.tsv,en,100,1,sg
disgusted,0.512228512875529,0.262378049402676,0.265353981910079,0.515125209934516,en-binder-2016.tsv,en,100,1,sg
fearful,0.563157903473847,0.317146824245058,0.320743952686401,0.566342610692857,en-binder-2016.tsv,en,100,1,sg
surprised,0.582494177464928,0.339299466780543,0.343147853927392,0.585788233005232,en-binder-2016.tsv,en,100,1,sg
drive,0.598704312590941,0.358446853914992,0.362512413694746,0.602090037863728,en-binder-2016.tsv,en,100,1,sg
needs,0.272636570854233,0.0743306997671554,0.0751737700858755,0.274178354517412,en-binder-2016.tsv,en,100,1,sg
attention,0.510630363582593,0.260743368212491,0.263700759912444,0.513518022967494,en-binder-2016.tsv,en,100,1,sg
arousal,0.587829602847031,0.345543641983299,0.349462851533204,0.591153830684707,en-binder-2016.tsv,en,100,1,sg
word length,0.137261173146039,0.0188406296534269,0.0190543229954317,0.138037397090179,en-binder-2016.tsv,en,100,1,sg
word frequency,0,-0.189387153423483,-0.191535211874411,0,en-binder-2016.tsv,en,100,1,sg
word log10 frequency,0.5471474031447,0.299370280767989,0.302765784897683,0.550241569583472,en-binder-2016.tsv,en,100,1,sg
concreteness,0.782483342891367,0.612280181902449,0.634451220002264,0.796524462902593,en-brysbaert-2014.tsv,en,100,1,sg
prevalence,0.582459442146229,0.339259001745297,0.369139909107714,0.607568851331035,en-brysbaert-2019.tsv,en,100,1,sg
humorousness,0.526303050372782,0.276994900831695,0.276994900831695,0.526303050372782,en-engelthaler-2018.tsv,en,100,1,sg
familiarity,0.167860181319108,0.0281770404724839,0.0282384283602235,0.168042936061661,en-janschewitz-2008.tsv,en,100,1,sg
tabooness,0.566610767301915,0.321047761622465,0.321747212083516,0.567227654547551,en-janschewitz-2008.tsv,en,100,1,sg
personal use,0.29241304630617,0.0855053896500546,0.0856916759020155,0.292731405732312,en-janschewitz-2008.tsv,en,100,1,sg
offensiveness,0.51457986766608,0.26479244020724,0.265369330055186,0.51514010720889,en-janschewitz-2008.tsv,en,100,1,sg
lexical decision time,0.412422844577827,0.170092602729667,0.170757307662176,0.413227912491613,en-keuleers-2012.tsv,en,100,1,sg
age of acquisition,0.583710850053456,0.340718356470128,0.341332500539986,0.584236681953458,en-kuperman-2012.tsv,en,100,1,sg
auditory,0.52736930668047,0.278118385628639,0.310736000961096,0.557436992817211,en-lynott-2019.tsv,en,100,1,sg
gustatory,0.536111002050448,0.287415006519536,0.321122925908754,0.566677091392227,en-lynott-2019.tsv,en,100,1,sg
haptic,0.551962704218418,0.304662826848109,0.340393563849795,0.583432570096833,en-lynott-2019.tsv,en,100,1,sg
interoceptive,0.594923316589955,0.353933752622391,0.395442964500332,0.628842559390132,en-lynott-2019.tsv,en,100,1,sg
olfactory,0.50351370856106,0.253526054708912,0.283259491103485,0.53222128020541,en-lynott-2019.tsv,en,100,1,sg
visual,0.509865323412325,0.259962648018355,0.29045096555516,0.538935029066732,en-lynott-2019.tsv,en,100,1,sg
foot and leg,0.431811993023693,0.186461597319094,0.208329740418956,0.456431528730165,en-lynott-2019.tsv,en,100,1,sg
hand and arm,0.469328643862338,0.220269375949662,0.246102482085405,0.496087171861363,en-lynott-2019.tsv,en,100,1,sg
head,0.404764422572017,0.163834237780058,0.183048653015919,0.427841855147342,en-lynott-2019.tsv,en,100,1,sg
mouth,0.489594597027659,0.239702869438676,0.267815128079054,0.517508577783068,en-lynott-2019.tsv,en,100,1,sg
torso,0.411204284869799,0.169088963895283,0.188919651351754,0.434648882837348,en-lynott-2019.tsv,en,100,1,sg
perceptual exclusivity,0.391629624256304,0.153373762595134,0.171361377398491,0.413958183151983,en-lynott-2019.tsv,en,100,1,sg
action exclusivity,0.333747680773668,0.111387514421802,0.124450998484665,0.352776130831814,en-lynott-2019.tsv,en,100,1,sg
sensorimotor exclusivity,0.397632827880974,0.158111865808621,0.176655163501024,0.420303656302231,en-lynott-2019.tsv,en,100,1,sg
body object interaction,0.674177661804501,0.454515519676184,0.454515519676184,0.674177661804501,en-pexman-2019.tsv,en,100,1,sg
arousal,0.508028571130933,0.258093029085337,0.306171884321914,0.553328007895781,en-scott-2019.tsv,en,100,1,sg
valence,0.6166741040694,0.380286950629797,0.451128698322423,0.67166114843902,en-scott-2019.tsv,en,100,1,sg
dominance,0.489464710727061,0.239575703047125,0.284205058538921,0.533108861808656,en-scott-2019.tsv,en,100,1,sg
concreteness,0.758370654416414,0.575126049479979,0.682263395163923,0.825992369918708,en-scott-2019.tsv,en,100,1,sg
imageability,0.706465607500526,0.499093654581088,0.592067306961927,0.769459100252851,en-scott-2019.tsv,en,100,1,sg
familiarity,0.466460124093119,0.217585047368968,0.258117873967076,0.508053022791003,en-scott-2019.tsv,en,100,1,sg
age of acquisition,0.534772214822609,0.285981321746279,0.339255347074789,0.582456304863111,en-scott-2019.tsv,en,100,1,sg
semantic size,0.626578414573165,0.392600509609021,0.465736088412496,0.682448597633914,en-scott-2019.tsv,en,100,1,sg
gender association,0.529324078113694,0.280183979670912,0.332378047236184,0.57652237357815,en-scott-2019.tsv,en,100,1,sg
valence,0.633424047461165,0.401226023902084,0.404247347954348,0.63580448878122,en-warriner-2013.tsv,en,100,1,sg
arousal,0.479055165622236,0.229493851709348,0.231221993087798,0.480855480459356,en-warriner-2013.tsv,en,100,1,sg
dominance,0.566910214934304,0.321387191796859,0.323807311118188,0.569040693727775,en-warriner-2013.tsv,en,100,1,sg
mean r,0,-0.249036309551596,-0.251860917977512,0,en-binder-2016.tsv,en,100,2,cbow
vision,0,-0.356665939506771,-0.360711299879249,0,en-binder-2016.tsv,en,100,2,cbow
